symbol	Control_1	Control_2	MSC_1	MSC_2	MSC_3	Control_1
SNORD115-15	0	0	0	0	0	0
SNORD115-16	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0
SNORD115-18	0	0	0	0	0	0
SNORD115-19	0	0	0	0	0	0
SNORD115-2	0	0	0	0	0	0
SNORD115-20	0	0	0	0	0	0
SNORD115-21	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0
SNORD115-23	0	0	0	0	0	0
SNORD115-24	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0
SNORD115-26	0	0	0	0	0	0
SNORD115-27	0	0	0	0	0	0
SNORD115-28	0	0	0	0	0	0
SNORD115-29	0	0	0	0	0	0
SNORD115-3	0	0	0	0	0	0
SNORD115-30	0	0	0	0	0	0
SNORD115-31	0	0	0	0	0	0
SNORD115-32	0	0	0	0	0	0
SNORD115-33	0	0	0	0	0	0
SNORD115-34	0	0	0	0	0	0
SNORD115-35	0	0	0	0	0	0
SNORD115-36	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0
SNORD115-38	0	0	0	0	0	0
SNORD115-39	0	0	0	0	0	0
SNORD115-4	0	0	0	0	0	0
SNORD115-40	0	0	0	0	0	0
SNORD115-41	0	0	0	0	0	0
SNORD115-42	0	0	0	0	0	0
SNORD115-43	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0
SNORD115-45	0	0	0	0	0	0
SNORD115-46	0	0	0	0	0	0
SNORD115-47	0	0	0	0	0	0
SNORD115-48	0	0	0	0	0	0
SNORD115-5	0	0	0	0	0	0
SNORD115-6	0	0	0	0	0	0
SNORD115-7	0	0	0	0	0	0
SNORD115-8	0	0	0	0	0	0
SNORD115-9	0	0	0	0	0	0
SNORD116-1	0	0	0	0	0	0
SNORD116-10	0	0	0	0	0	0
SNORD116-11	0	0	0	0	0	0
SNORD116-12	0	0	0	0	0	0
SNORD116-13	0	0	0	0	0	0
SNORD116-14	0	0	0	0	0	0
SNORD116-15	0	0	0	0	0	0
SNORD116-16	0	0	0	0	0	0
SNORD116-17	0	0	0	0	0	0
SNORD116-18	0	0	0	0	0	0
SNORD116-19	0	0	0	0	0	0
SNORD116-2	0	0	0	0	0	0
SNORD116-20	0	0	0	0	0	0
SNORD116-21	0	0	0	0	0	0
SNORD116-22	0	0	0	0	0	0
SNORD116-23	0	0	0	0	0	0
SNORD116-24	0	0	0	0	0	0
SNORD116-25	0	0	0	0	0	0
SNORD116-26	0	0	0	0	0	0
SNORD116-27	0	0	0	0	0	0
SNORD116-28	0	0	0	0	0	0
SNORD116-29	0	0	0	0	0	0
SNORD116-3	0	0	0	0	0	0
SNORD116-30	0	0	0	0	0	0
SNORD116-4	0	0	0	0	0	0
SNORD116-5	0	0	0	0	0	0
SNORD116-6	0	0	0	0	0	0
SNORD116-7	0	0	0	0	0	0
SNORD116-8	0	0	0	0	0	0
SNORD116-9	0	0	0	0	0	0
SNORD117	0	0	0	0	0	0
SNORD119	0	0	0	0	0	0
SNORD11B	0	0	0	0	0	0
SNORD12	0	0	0	0	0	0
SNORD121A	0	0	0	0	0	0
SNORD121B	0	0	0	0	0	0
SNORD123	0	0	0	0	0	0
SNORD124	0	0	0	0	0	0
SNORD125	0	0	0	0	0	0
SNORD126	0	0	0	0	0	0
SNORD127	0	0	0	0	0	0
SNORD12B	0	0	0	0	0	0
SNORD12C	0	0	0	0	0	0
SNORD15A	0	0	0	0	0	0
SNORD15B	0	0	0	0	0	0
SNORD16	0	0	0	0	0	0
SNORD17	4	5	2	0	1	0
SNORD18A	0	0	0	0	0	0
SNORD18B	0	0	0	0	0	0
SNORD18C	0	0	0	0	0	0
SNORD19	0	0	0	0	0	0
SNORD19B	0	0	0	0	0	0
SNORD1A	0	0	0	0	0	0
SNORD1B	0	0	0	0	0	0
SNORD1C	0	0	0	0	0	0
SNORD2	0	0	0	0	0	0
SNORD20	0	0	0	0	0	0
SNORD21	0	0	0	0	0	0
SNORD22	0	0	0	0	0	0
SNORD23	0	0	0	0	0	0
SNORD24	0	0	0	0	0	0
SNORD25	0	0	0	0	0	0
SNORD26	0	0	0	0	0	0
SNORD27	0	0	0	0	0	0
SNORD28	0	0	0	0	0	0
SNORD29	0	0	0	0	0	0
SNORD30	0	0	0	0	0	0
SNORD31	0	0	0	0	0	0
SNORD32A	0	0	0	0	0	0
SNORD32B	0	0	0	0	0	0
SNORD33	0	0	0	0	0	0
SNORD34	0	0	0	0	0	0
SNORD35A	0	0	0	0	0	0
SNORD35B	0	0	0	0	0	0
SNORD36A	0	0	0	0	0	0
SNORD36B	0	0	0	0	0	0
SNORD36C	0	0	0	0	0	0
SNORD37	0	0	0	0	0	0
SNORD38A	0	0	0	0	0	0
SNORD38B	0	0	0	0	0	0
SNORD41	0	0	0	0	0	0
SNORD42A	0	0	0	0	0	0
SNORD42B	0	0	0	0	0	0
SNORD43	0	0	0	0	0	0
SNORD44	0	0	0	0	0	0
SNORD45A	0	0	0	0	0	0
SNORD45B	0	0	0	0	0	0
SNORD45C	0	0	0	0	0	0
SNORD46	0	0	0	0	0	0
SNORD47	0	0	0	0	0	0
SNORD48	0	0	0	0	0	0
SNORD49A	0	0	0	0	0	0
SNORD49B	0	0	0	0	0	0
SNORD4A	0	0	0	0	0	0
SNORD4B	0	0	0	0	0	0
SNORD5	0	0	0	0	0	0
SNORD50A	0	0	0	0	0	0
SNORD50B	0	0	0	0	0	0
SNORD51	0	0	0	0	0	0
SNORD52	0	0	0	0	0	0
SNORD53	0	0	0	0	0	0
SNORD54	0	0	0	0	0	0
SNORD55	0	0	0	0	0	0
SNORD56	0	0	0	0	0	0
SNORD56B	0	0	0	0	0	0
SNORD57	0	0	0	0	0	0
SNORD58A	0	0	0	0	0	0
SNORD58B	0	0	0	0	0	0
SNORD58C	0	0	0	0	0	0
SNORD59A	0	0	0	0	0	0
SNORD59B	0	0	0	0	0	0
SNORD6	0	0	0	0	0	0
SNORD60	0	0	0	0	0	0
SNORD61	0	0	0	0	0	0
SNORD62A	0	0	0	0	0	0
SNORD62B	0	0	0	0	0	0
SNORD63	0	0	0	0	0	0
SNORD64	0	0	0	0	0	0
SNORD65	0	0	0	0	0	0
SNORD66	0	0	0	0	0	0
SNORD67	0	0	0	0	0	0
SNORD68	0	0	0	0	0	0
SNORD69	0	0	0	0	0	0
SNORD7	0	0	0	0	0	0
SNORD70	0	0	0	0	0	0
SNORD71	0	0	0	0	0	0
SNORD72	0	0	0	0	0	0
SNORD73A	0	0	0	0	0	0
SNORD74	0	0	0	0	0	0
SNORD75	0	0	0	0	0	0
SNORD76	0	0	0	0	0	0
SNORD77	0	0	0	0	0	0
SNORD78	0	0	0	0	0	0
SNORD79	0	0	0	0	0	0
SNORD8	0	0	0	0	0	0
SNORD80	0	0	0	0	0	0
SNORD81	0	0	0	0	0	0
SNORD82	0	0	0	0	0	0
SNORD83A	0	0	0	0	0	0
SNORD83B	0	0	0	0	0	0
SNORD84	0	0	0	0	0	0
SNORD85	0	0	0	0	0	0
SNORD86	0	0	0	0	0	0
SNORD87	0	0	0	0	0	0
SNORD88A	0	0	0	0	0	0
SNORD88B	0	0	0	0	0	0
SNORD88C	0	0	0	0	0	0
SNORD89	0	0	0	0	0	0
SNORD9	0	0	0	0	0	0
SNORD90	0	0	0	0	0	0
SNORD91A	0	0	0	0	0	0
SNORD91B	0	0	0	0	0	0
SNORD92	0	0	0	0	0	0
SNORD93	0	0	0	0	0	0
SNORD94	0	0	0	0	0	0
SNORD95	0	0	0	0	0	0
SNORD96A	0	0	0	0	0	0
SNORD96B	0	0	0	0	0	0
SNORD97	0	0	0	0	0	0
SNORD98	0	0	0	0	0	0
SNORD99	0	0	0	0	0	0
SNPH	91	339	229	88	65	133
SNRK	2237.02	2851.39	1835.84	1587.05	1914.12	2159.61
SNRK-AS1	19.06	26.54	28.52	24.94	11.88	17.46
SNRNP200	5863	7839	4829.08	4768	5409.36	5937.98
SNRNP25	294	223	140	113	253	133
SNRNP27	601.6	620.1	327.01	278	405	427
SNRNP35	321.71	351.58	227.39	204.07	296.31	266.67
SNRNP40	990	750	479	410	849	565.32
SNRNP48	307	382	249	248	304	318.98
SNRNP70	2916	4713	2784	2552	2921.02	2994.09
SNRPA	1283	1122.77	656.99	588	1035	790
SNRPA1	539	443	265	267	459.12	341.17
SNRPB	3436	2208	1367	1024	2682	1553
SNRPB2	1175.96	837	606	537	920.6	735.43
SNRPC	787	653	374	327	679	503
SNRPD1	790	433	269	231	623	408
SNRPD2	1876	1646	1217	826	1499	1474
SNRPD2P2	0	0	0	0	0	0
SNRPD3	1334.34	1301.38	809.63	746.28	1227.88	964.64
SNRPE	603.99	412	289	232	514	315
SNRPF	480	308	245	163	448	220
SNRPG	934.95	713.01	444.04	363	860.3	481.45
SNRPN	557.41	795.68	483.91	428.63	424.96	712.49
SNTA1	228	338	270	249	226	289
SNTB1	488	682	553	310.99	438.05	421
SNTB2	967	1199.81	708.05	807.58	791.75	935.79
SNTG1	0	0	0	0	0	0
SNTG2	0	1	0	0	0	0
SNTN	2	1	0	1	0	0
SNUPN	430	408	263	181	381	302
SNURF	570.59	821.23	496.09	433.37	462.06	744.5
SNW1	1554	1377.78	938.96	841	1389	1127
SNX1	2501	3154.32	1792.61	1571	2160.06	2371.88
SNX10	482.55	344	204	231	357	266
SNX11	441	542	317	238	405	359
SNX12	580	505	342	291	501	453
SNX13	694.99	651	437	420	617	551
SNX14	949	1150.98	774.03	754.04	793.01	973
SNX15	588.82	1052	523	456.91	394	613.27
SNX16	200	141	76	101	123	129
SNX17	2260.23	2373.99	1507.37	1197.35	1774.09	1794.24
SNX18	2008	1427.51	1194.02	1162.49	2001.64	1194.99
SNX19	1574.84	2116	1265	1123.14	1325	1396
SNX2	1213.95	1097.89	889.97	857	1197.61	1007.05
SNX20	1516.29	1654.61	1011.99	1044.75	1129.5	1439.88
SNX21	72.72	106.67	63	73.72	84.99	89.86
SNX22	25.2	32.54	29.4	45.9	24.11	53.36
SNX24	122	65	55	77	130	74
SNX25	344	390	246	307	293.93	399
SNX27	635.93	866.07	497	491.02	563.04	605
SNX29	619	890.98	635	423.11	606.91	564
SNX29P1	1.59	1.58	0	0	1.26	1.33
SNX29P2	11.41	35.42	21	20	23.74	34.67
SNX3	1413.96	1310	863	769	1234	1179
SNX30	223	362	286.04	248.91	194	291
SNX31	0	0	0	0	0	0
SNX32	1	7	8	5	3	4
SNX33	46	50	29	31	31	41
SNX4	562	472	315	310	450.25	466
SNX5	2172	1774	1209	1101.71	1893.09	1420
SNX6	2251.62	2444.07	1803	1650	1925.04	1912.02
SNX7	0	0	2	0	1	0
SNX8	188	153	145	107	166.53	140
SNX9	509	781	622	440	494	609
SOAT1	1100	1104.48	642.86	668	805.16	903
SOAT2	4	17	13	23	3	29
SOBP	2	0	0	1	1	1
SOCS1	151	407	268	100	135	139
SOCS2	153.01	265	145	75	106	162
SOCS2-AS1	1	9	3	3	0	3
SOCS3	256	501	379	185	174	264.75
SOCS4	1159	1432.01	731.91	723.08	1076.01	995.29
SOCS5	229	295	160	163	175.18	193
SOCS6	51	72	52	59	41	76
SOCS7	333	424.18	275.81	224	296	270
SOD1	1747.02	1809	1146	1008	1488	1401
SOD2	676	764	512.94	476	608	690
SOD3	0	0	0	0	0	0
SOGA1	35	64	24	23	13	26
SOGA3	289	636	375.61	343	209	400
SOHLH1	0	0	0	0	0	0
SOHLH2	0	0	0	0	0	0
SON	8976.22	11141.46	7141.5	6880.14	8356.38	8097.95
SORBS1	15	14	9	8	6	14
SORBS2	0	0	0	1	0	0
SORBS3	441	580	376	356	425	388
SORCS1	0	0	0	0	0	0
SORCS2	2	0	1	5	5	0
SORCS3	0	0	0	0	0	0
SORCS3-AS1	0	0	0	0	0	0
SORD	170	105	63	57	149	89
SORL1	10986.23	24235.85	15946.9	19401.96	11242.36	21262.53
SORT1	32	49	21.01	19	29	31
SOS1	4950.28	7661.09	4478.4	4890.67	4270.71	6415.09
SOS2	786.94	1216.97	792.91	650	594	939.39
SOST	0	0	0	0	0	0
SOSTDC1	0	3	0	0	0	0
SOWAHA	0	0	1	0	0	0
SOWAHB	0	0	0	0	0	0
SOWAHC	7	6	4	5	5	10
SOWAHD	50	67	58	49	17	46
SOX1	0	0	0	0	0	0
SOX10	1	0	0	2	1	2
SOX11	0	0	0	0	0	0
SOX12	128	202	67	67	65	144.02
SOX13	296	112	82	145	305	130
SOX14	0	0	0	0	0	0
SOX15	12	18	8	6	15	7
SOX17	0	0	0	0	0	0
SOX18	3	0	0	0	2	3
SOX2	0	1	0	0	0	0
SOX2-OT	0	0	0	1	0	1
SOX21	0	0	0	0	0	0
SOX21-AS1	0	0	0	0	0	0
SOX3	0	0	0	0	0	0
SOX30	7	15	5	2	3.97	6
SOX4	30	47	48.96	8	47	13
SOX5	6	4	0	3	5	7
SOX6	0	1	0	0	0	0
SOX7	10	9	8	6	1	4
SOX8	4	18	11	5	0	13
SOX9	0	0	0	0	0	0
SOX9-AS1	0	0	0	0	1	0
SP1	2573.55	2518.51	1280.73	1292	1919.27	1959.02
SP100	3319.13	3372.95	1915	1808.07	2640.28	2579.47
SP110	1123	1240	688	619	831	1000.49
SP140	1414.39	1318.71	848.48	906.99	1141.25	1262.5
SP140L	1029.82	1301.27	741.65	733.01	965.18	842.24
SP2	997.03	933	568	582	787	744
SP2-AS1	7	7	4	8	5	3
SP3	2667.19	2691.93	1592.99	1476	2017.69	2224.75
SP4	2100.48	1419.06	821	852.46	1530.08	1271.2
SP5	0	0	0	0	0	0
SP6	3	6	1	1	4	1
SP7	0	1	0	0	0	2
SP8	0	0	0	0	0	0
SP9	0	0	0	0	0	0
SPA17	22	19	5	3	15	12
SPACA1	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0
SPACA4	0	0	0	0	0	0
SPACA5	0	0	0	0	0	0
SPACA5B	0	0	0	0	1	0
SPACA6P	11	11	5	6	9	6
SPACA6P-AS	0	0	0	0	0	0
SPACA7	0	0	0	0	0	0
SPAG1	44	42	34	26	37	43
SPAG11A	0	0	0	0	0	0
SPAG11B	0	0	0	0	1	0
SPAG16	116	111	73	50	74	92
SPAG17	0	0	1	0	0	0
SPAG4	3	13	5	1	6	2
SPAG5	1389	549	377	230	1064.96	337
SPAG5-AS1	17	28	16	20	15	24
SPAG6	24	7	5	1	10	4
SPAG7	574.22	676	383	329	475	562
SPAG8	18	24	17	16	14	20
SPAG9	1288.32	1902.11	1130.95	1110	1196.63	1323.01
SPAM1	0	0	0	0	0	0
SPANXA1	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0
SPANXA2-OT1	0	0	0	0	0	0
SPANXB1	0	0	0	0	0	0
SPANXC	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0
SPANXN2	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0
SPARC	7	0	1	1	4	0
SPARCL1	0	0	0	0	1	0
SPAST	899	759.08	429	421	683.69	650
SPATA12	2	0	0	0	0	0
SPATA13	4451.56	4995.06	3526	2971.67	4154.2	3462.16
SPATA13-AS1	0	3	0	0	0	1
SPATA16	0	0	0	0	0	0
SPATA17	1	0	0	0	0	1
SPATA17-AS1	0	0	0	0	0	0
SPATA18	3	7	4	11	3	7
SPATA19	0	0	0	0	0	0
SPATA2	324	308	199	171	235	263
SPATA20	316	452	236	330	262	468.79
SPATA21	0	0	0	0	0	0
SPATA22	3	1	0	0	1	1
SPATA24	34	20	12	12	22	22
SPATA25	4	12	7	2	4	3
SPATA2L	141	230	107	79	89	134
SPATA3	10	2	0	0	5	1
SPATA3-AS1	527.13	88	111.98	154.99	716.98	109.02
SPATA31A1	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	0
SPATA31A5	0	0	0	0	0	0
SPATA31A6	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0
SPATA31C1	2	0	0	0	0	0
SPATA31C2	4	2	0	3	6	2
SPATA31D1	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0
SPATA31D4	0	0	0	0	0	0
SPATA31D5P	0	0	0	0	0	0
SPATA31E1	0	0	0	0	0	0
SPATA32	4	8	1	1	3	0
SPATA33	127	135	72	69.04	118	80.73
SPATA4	0	0	0	0	0	0
SPATA41	2	9	4	5	3	3
SPATA42	0	0	0	0	0	0
SPATA45	1	2	0	1	0	0
SPATA5	205	186.64	112	101.05	194	113.75
SPATA5L1	246	251	173	160	180	178
SPATA6	4	2	3	8	0	3
SPATA6L	4	8	1	8	3	2
SPATA7	80	71	59	31	75	60
SPATA8	0	0	0	0	0	0
SPATA8-AS1	0	0	0	0	0	0
SPATA9	2	11	2	8	4	6
SPATC1	0	0	0	0	1	1
SPATC1L	2	59	29	9	1	22
SPATS1	0	0	0	0	0	0
SPATS2	181.77	189.99	91	89	124	123.87
SPATS2L	623	524.23	332.21	216.31	424.26	331.48
SPC24	171	65	45	15.08	140	36
SPC25	425.87	164.23	91.08	76.8	281.65	78.37
SPCS1	998.84	1125.83	686	561.01	805.62	823
SPCS2	1432	1221	887	748	1245	983
SPCS3	3700.15	4038.64	2337.87	2169.98	2935.79	3050.26
SPDEF	0	0	0	1	1	1
SPDL1	714	280	167	146	555	182.01
SPDYA	5.5	1.14	5.25	1.11	3.19	2.28
SPDYC	0	0	0	0	0	0
SPDYE1	8.69	39.18	12.62	23.55	20.1	14.58
SPDYE2	48.85	73.99	34.25	55.03	58.14	25.18
SPDYE2B	0	0	0	0	0	0
SPDYE3	10.25	6.99	9.36	2.38	6.14	4.24
SPDYE4	0	0	0	0	0	0
SPDYE5	42	54.19	23.13	55.02	38.7	36.91
SPDYE6	67.92	158.91	81.33	105.2	75.83	114.73
SPDYE7P	7.11	15.45	12.89	12	5.58	7.51
SPDYE8P	24.28	43.26	21.28	41.83	25.69	28.15
SPECC1	64	48.99	23	23	57.97	39
SPECC1L	786	956.89	570	514.75	657.08	707
SPECC1L-ADORA2A	0	11.13	0	20.73	0	0
SPEF1	1	0	0	0	0	0
SPEF2	265.79	184	128	179	224	185
SPEG	10	30	11	9	3	11
SPEM1	0	0	1	1	0	0
SPEN	2359.97	2875	1746	1561.84	2113.01	1866
SPERT	4	3	3	3	1	1
SPESP1	6	10	7	8	13	7
SPG11	1743.88	2275.88	1563	1522.11	1723	1720.98
SPG20	369	608	404	413	337	616
SPG20-AS1	0	0	0	0	0	0
SPG21	1032.11	1157	650	649	776	978
SPG7	959	1617	977.99	912	975	1080.86
SPHAR	0	0	0	0	0	0
SPHK1	22	32	17	23	19	28
SPHK2	373	482	248	219	299	330
SPHKAP	0	0	0	0	0	0
SPI1	41	30	11	13	20	37
SPIB	31	40.4	14.33	46.01	30.56	56.91
SPIC	1	2	0	0	3	0
SPICE1	303.73	381	276	191	270	265
SPIDR	716.01	903.16	574	642	751	678.43
SPIN1	512.43	707	429	458.74	476.06	558
SPIN2A	0	0	0	1.37	0	0
SPIN2B	111	148	107	101.63	88	111
SPIN3	88	171	113	81	109	95
SPIN4	284	165	80	97	201	114
SPINK1	0	0	0	0	0	0
SPINK13	0	0	0	0	0	0
SPINK14	0	0	0	0	0	0
SPINK2	6	6	8	4	4	1
SPINK4	0	0	0	0	0	0
SPINK5	0	0	0	0	0	0
SPINK6	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0
SPINK8	0	0	0	0	0	0
SPINK9	0	0	0	0	0	0
SPINT1	20	55	36	18	17	41
SPINT2	52	204	145	91	42	115
SPINT3	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0
SPIRE1	35	55.05	51	34	39	37
SPIRE2	22	28	18	7	10	14
SPN	11071.52	6873.96	5307.66	5406.32	11398.98	6118.24
SPNS1	680	782.9	554	503	590	629
SPNS2	13.97	15	11.96	6.41	7.51	9.03
SPNS3	62	68	46	35	36	51
SPO11	0	0	0	0	0	0
SPOCD1	0	2	0	0	0	0
SPOCK1	6	4	11	1	4	5
SPOCK2	10442.95	22177.73	17601.58	16834.06	11015.82	19500.05
SPOCK3	0	0	0	0	0	0
SPON1	20	145	158	91	42	92
SPON2	20	46.2	10	24	33	28
SPOP	1063.39	1059.72	642.01	508	749	846
SPOPL	607.53	680.17	348.72	386.97	527.37	500.17
SPP1	2	3	2	3	0	0
SPP2	0	0	0	0	0	0
SPPL2A	1307.25	1124.28	668	711.99	1028	919
SPPL2B	695.84	1290.77	738.04	561	654.32	692.27
SPPL2C	0	0	0	0	0	0
SPPL3	586.01	661	406.01	382.96	460	554.25
SPR	6	0	0	0	4	1
SPRED1	7.29	18.77	15.83	4	13	10.11
SPRED2	17	29	14	11	10	12
SPRED3	17	15	8	5	13	16
SPRN	54.04	85.99	55	63	61	66
SPRNP1	2	5	1	5	0	2
SPRR1A	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0
SPRR2C	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0
SPRTN	323	294	195	143	239	208
SPRY1	6	24	14	9	13	13
SPRY2	0	3	1	4	3	4
SPRY3	25	38	23	20	26	46
SPRY4	0	0	0	0	0	0
SPRYD3	672	767	543	435	599	655
SPRYD4	67	178.09	113	84.03	88	103
SPRYD7	79	70.33	47	69	71	90.63
SPSB1	504	365.01	297.97	294.9	490	325
SPSB2	367	216	156	130	298	226
SPSB3	2071.28	3119.48	1819	1805.81	1939.24	2281
SPSB4	0	0	0	0	0	1
SPTA1	0	2	0	0	0	0
SPTAN1	9985.66	13421.98	7320.9	7085.29	7938.03	10710.94
SPTB	288	289	389	596	636.07	269.34
SPTBN1	5606.04	6391.16	5088.14	4236.39	6089.22	4019.96
SPTBN2	3	2	3	0	2	1
SPTBN4	1	2	2	2	3	2
SPTBN5	192	226	89	185	165.48	238
SPTLC1	970.98	964.02	662.07	554.3	822.17	752.22
SPTLC2	1477	1296.28	805.83	751.02	1193.89	1041.99
SPTLC3	0	1	0	0	0	0
SPTSSA	271.97	199	126	138	228	168
SPTSSB	0	0	0	0	0	0
SPTY2D1	1375	1403.56	769	810.33	1044.01	1087
SPTY2D1-AS1	0	3.44	0	1.67	0	0
SPX	0	0	0	1	0	1
SPZ1	0	0	0	0	0	0
SQLE	340	232	209	122	381	126
SQRDL	1855	1567	933	815.89	1433	1175.99
SQSTM1	3619.71	4941.34	2743.03	2325.41	2717.08	3851.71
SRA1	544.03	468.81	286	284	413	416
SRBD1	371	371	227	176	285.04	294
SRC	51	90	59	34	27	50
SRCAP	3489	4889.06	2765.27	2527.99	3114.32	3429.93
SRCIN1	0	0	0	2	0	0
SRD5A1	255	199	117	149	179.87	196
SRD5A1P1	0	0	0	0	0	0
SRD5A2	0	0	0	0	0	0
SRD5A3	126	102	75	133	118	174
SRD5A3-AS1	0	0	0	0	0	0
SREBF1	570	579	410.01	257	485	274
SREBF2	2336	1925	1385	1300	2261	1527
SREK1	1225.38	1513.83	772	836	995.37	996
SREK1IP1	731.98	798	497.2	481	556	718.46
SRF	1468	1415	984	831.01	1572.04	1047.87
SRFBP1	142.99	126.71	108	95.94	128	100
SRGAP1	3	1	0	0	0	2
SRGAP2	1297.87	1233.71	759.93	754.1	1240.15	920.58
SRGAP2-AS1	0	1	0	0	0	0
SRGAP2B	126.87	134.58	68.97	96.78	130.07	109.01
SRGAP2C	306.67	352.89	241.56	229.97	263.72	260.31
SRGAP2D	307.86	302.82	182.53	160.91	312.47	216.07
SRGAP3	7	42	39	28	12	25
SRGAP3-AS3	0	0	0	0	0	0
SRGN	3952.01	4363.72	3223.28	2166.84	3105.24	3212.96
SRI	986	863	603	572	928	756
SRL	0	3	0	0	0	0
SRM	595	751	517	378	540	434
SRMS	0	0	1	0	1	1
SRP14	3369.99	2729.01	1666	1541	2664.99	2277
SRP14-AS1	41	114	80	57	35	66
SRP19	569	601.94	403.06	360.07	484.29	474.05
SRP54	1270	1054	703	584	994	785
SRP68	1538	1547.01	1035	819	1225	1226.34
SRP72	2161.61	2222.59	1403	1216	1710.01	1647
SRP9	2713.29	2418	1441.98	1303	2216.99	1834.3
SRPK1	1415	1242	794	733	1180	965.7
SRPK2	1882	1924	1353	1268.5	1581.88	1615.01
SRPK3	0	1	0	2	1	1.97
SRPR	2588	3314	2084.93	1914	2234	2571
SRPRB	460	536.2	444	384	435.93	440
SRPX	0	0	2	3	0	1
SRPX2	0	0	0	0	0	0
SRR	166.5	100.58	61.49	41.99	136.06	60.78
SRRD	152	163	103	74.94	131.48	110
SRRM1	2202.17	2489.84	1527.92	1419.13	1815.9	1767.4
SRRM2	14767.76	23782.13	14111.65	14389.52	15687.67	14925.93
SRRM2-AS1	0	4.72	1	4	3.97	5
SRRM3	0	0	0	0	1	0
SRRM4	0	0	0	0	0	0
SRRM5	1.02	12.21	3.04	5.07	11.1	4.06
SRRT	2291.64	2113	1238	1052	2005.85	1383
SRSF1	4841.13	4319.41	2301.09	2000	3928.07	3031.47
SRSF10	2189.17	1981.06	1073.53	1022.22	1657.06	1429
SRSF11	3013.2	4507.16	2637.93	2646.17	2754.42	3183.81
SRSF12	4	3	4	3	0	0
SRSF2	5800.02	6325.18	3297.79	3403.25	4836.64	4102.07
SRSF3	5473	3881.18	2146	1903.85	4383.11	2821.96
SRSF4	2131.01	2037	1289.93	1089	1721.58	1558
SRSF5	3669.93	6126.82	3217.74	3024.4	3486.35	4137.55
SRSF6	2791.85	4570.57	2409.03	2204.03	2445.43	2788.89
SRSF7	1647.01	1763.14	861.49	808	1400	1207
SRSF8	1439.02	2150.99	1435.83	1146	1159.98	1565
SRSF9	1662.26	1628.14	1000.52	750.37	1327.59	1182.65
SRXN1	687	604	376	398.28	570	505
SRY	0	0	0	0	0	0
SS18	1607.55	1767	1052.43	1120	1268	1441.56
SS18L1	441	758	399	426	397.01	495
SS18L2	459	530	324	275	404	358
SSB	1454.97	1352	843	801.07	1247.85	1119
SSBP1	680	638	408	308	603	485
SSBP2	450	507	297	306	347	382
SSBP3	3732.93	2572.25	1669.94	1447	3256.31	1993.69
SSBP3-AS1	40	46	43	25	34	23
SSBP4	2690.59	2637.87	1504.51	1566.43	2317.95	1999.92
SSC4D	0	4.13	2.27	1	2	3
SSC5D	2	5	2	0	3	4
SSFA2	952.4	1109	595	641	752	892
SSH1	1333	1509.18	827	754.01	1097	1099.5
SSH2	1547.23	1893.84	1140.99	1057	1209.73	1444
SSH3	244	471.26	306.93	296	197	361
SSMEM1	0	0	0	1	0	0
SSNA1	906	821	531.96	405.25	698	662
SSPN	3	0	2	0	0	0
SSPO	1	1	1	1	1	1
SSR1	2625.31	2736.49	1813.79	1745	2025.98	2411.61
SSR2	3689.27	3574.75	2460	2487	3002	3710.01
SSR3	2057.83	2173.79	1526.93	1322.33	1814.23	1749
SSR4	1086.1	1558.16	1056	758.25	902	1290
SSR4P1	20	54.83	55	11	15	26
SSRP1	2815	2096	1417	1029.85	2331.31	1526
SSSCA1	195	158	123	92	151	131
SSSCA1-AS1	28	62	32	20	31	30
SST	0	0	0	0	0	0
SSTR1	0	0	0	0	0	0
SSTR2	1	3	4	4	5	3
SSTR3	31	289	160	19	24	37
SSTR4	0	0	0	0	0	0
SSTR5	0	0	0	0	0	0
SSTR5-AS1	0	0	0	0	0	0
SSU72	1389.68	1708.91	861	771.4	1134	1357.27
SSUH2	1	0	0	0	0	0
SSX1	0	0	0	0	0	0
SSX2	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0
SSX2IP	419	183	106	101	327	133.94
SSX3	0	0	0	0	0	0
